Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors,Revenue 2018,Revenue 2019,Revenue 2020,Revenue 2021,Revenue 2022,Revenue 2023
Hubilo,2020,2018.0,Tech company,Seed,1418262.99,"San Francisco, California, United States",World’s smartest virtual event platform that brings Experience & Intelligence together,"Nishant Rao, Jonathan Boutelle",2284664.8541938537,2183961.461197079,2109560.15393241,2916267.6198903234,2861836.4706178713,3015758.3543243976
BASIC Home Loan,2020,2017.0,FinTech,Seed,1000307.24,Gurugram,"A platform for automating home loans for middle and low-income households in India,",Picus Capital,1332739.5500402525,1311748.234504547,1416117.1931131375,1978157.1450251045,1621807.3124626833,1929000.070236476
Ketos,2020,2017.0,AI startup,Unknown,872479.05,"San Francisco, United States",KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,"Citi Ventures, Illuminated Funds Group",935599.2297727859,1314402.2309070055,1653919.3645254024,1574307.5425104457,1768326.5334453208,1722305.323039947
SUGAR cosmetics,2020,2017.0,Cosmetics,Debt,552455.77,Mumbai,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,"A91 Partners, RB Investments Pte. Ltd",599137.9348582819,766468.8832850322,971592.6647625781,1049599.2563891392,1164044.2047627207,1349073.678602422
Signzy,2020,2012.0,FinTech,Unknown,743394.18,Bengaluru,It is creating 'building blocks for a Digital Trust system.,"GenNext Ventures, Contrarian Drishti Partners",876524.9529530463,1103288.3755624122,1078983.7064013132,1423957.9072132036,1407157.4390293972,1469372.552710212
Ahaguru,2020,2017.0,Edtech,Series A,1899618.18,Chennai,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.",Anand Mahindra,2634563.139220951,2672290.268090207,2906962.7828182415,3904077.5302681923,3971982.412728415,4111687.0520350137
Tekion,2020,2019.0,AI startup,Series C,1433646.42,"San Ramon, California",It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,"Alliance Ventures, Storm Ventures",1466533.8621845625,2454228.860398996,2134328.1721044397,2507408.1321271053,2949006.2230701563,3503113.8466324266
Brighteye Ventures,2020,2010.0,Edtech,Unknown,1755678.62,"Paris, Ile-de-France, France",Education technology venture capital firm.,Tandem,2022084.9456401404,2888378.781036233,3291993.6890648347,3195268.386506943,3019135.953693492,3230088.374998873
EzeRx,2020,2017.0,Medtech,Seed,1200534.53,Kolkata,Developer and manufacturer of medical devices,"Indian Oil Corporation, Krishna Chakravarty",1569396.664247362,1870442.1740015051,2263100.8859319575,2024195.9462994349,2541137.0383949033,2896402.3286135066
VitalTech,2020,2014.0,HeathTech,Seed,526408.72,"Plano, Texas, United States","VitalTech is a develop technologies that empower patients to better care for their safety,",Tech Mahindra,791023.2179002274,865695.3150989738,1002696.7136716016,852423.0912118534,979667.387607949,1045437.6982685291
Genius Teacher,2020,2017.0,Edtech,Unknown,1667439.59,Mumbai,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Whiteboard Capital, VKG Ventures LLP.",1845173.8103172923,2287692.429741728,2896458.5402417704,2793082.676850384,2941485.0830648807,3138042.108283389
Ultraviolette Automotive,2020,2015.0,Automobiles,Series B,513483.84,Bengaluru,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,TVS Motor Company,764622.1091037922,712608.0804694308,919879.9798350898,1043979.2506196367,979928.8103317366,1148435.8774212422
Tring,2020,2017.0,Social Media,Unknown,1595446.92,Mumbai,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.","Sujeet Kumar, Hemesh Singh",2398018.3792510587,2534990.8634207076,2874785.946760511,2674108.1626126003,3010374.4046836747,3500129.5989349424
Rare Planet,2020,2018.0,Retail startup,Pre-series A,1069657.96,Kolkata,Rare Planet sells handicrafts made by local artisans.,Venture Catalysts,1183926.5591965897,1787029.89968259,1733957.6552671657,1858153.757797341,1841333.617626758,1970589.058951145
GoodGamer,2020,2017.0,Gaming,Seed,1260868.67,Bengaluru,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,Unknown,1680253.7692195533,1998068.0412913444,2009224.7975202056,2159639.6756221084,2497145.220592723,2774562.2657880345
InnAccel,2020,2014.0,Medtech,Pre-series A,1561171.87,Bengaluru,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",Mount Judi Ventures,1810437.3500662525,2416065.970051931,3029187.4721221547,2767985.3027310716,3040174.369035517,3304401.427032162
Tiliter,2020,2018.0,Retail,Unknown,503998.74,Sydney,Software that uses computer vision to recognise products without barcodes,"AngelList, Investec",649255.8253381639,898045.7754092518,931255.2478821308,839498.155949002,1072195.6408877254,1210220.8641439143
Slintel,2020,2012.0,Sles and marketing,Unknown,724625.41,"San Francisco Bay Area, Silicon Valley, West Coast","Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.","Accel, Stellaris Venture Partners",1091582.0142874133,1266503.5460727096,1314329.8233322455,1442972.2514451488,1330086.1050767312,1687883.2561313694
SoOLEGAL,2020,2018.0,LegalTech,Unknown,1498795.13,New New Delhi,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",Unknown,2513397.4822491747,2402539.5854853224,2985711.235209932,2256014.2030706992,2874088.131672573,2811018.7690333626
HobSpace,2020,2012.0,Edtech,Seed,1588561.91,Mumbai,India's Activity Hub for Kids,Artha Venture,2165502.781775203,2387710.674977739,2665566.412732401,2589025.054632986,2558093.148711922,3390678.33435493
Supplynote,2020,2017.0,SaaS startup,Seed,1561702.0,Noida,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,"MOX, SOSV",2361362.706275757,2664784.3793632765,2689758.5515531185,2948068.806501197,2735917.637379408,3647107.0197838913
Hire Me Car,2020,2016.0,Car Service,Seed,1601594.86,Noida,India's largest cloud based digital discovery and services provisioning platform for the taxi rental,Unknown,2671472.325365796,2585047.1187857576,2991674.785200208,3157753.5963599053,3119283.7664895006,2883262.0607567183
ShopUp,2020,2012.0,E-commerce,Series A,1659143.45,Bangaldesh,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.","Flourish Ventures, Lonsdale Capital",2125207.137699378,2781847.1550382944,3263003.845282901,3469053.3390463847,3274594.866299417,3341342.500517138
Harmonizer India,2020,2015.0,Tech Startup,Unknown,537707.31,Bengaluru,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",Kapil Dev,716649.5423920297,979106.5279000055,942078.8499499242,933813.846591316,1154209.7632678365,1013556.4982485658
Zomato,2020,2019.0,FoodTech,Unknown,1173734.4,Gurugram,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,"Kora, Tiger Global Management",1953551.2536181167,1580734.7716059994,1751085.1192499793,2364388.2529353444,2203507.004227149,2593701.256903088
Dukaan,2020,2019.0,Tech Startup,Seed,1634720.88,Mumbai,Developer of an android application designed for businesses to sell online.,"Lightspeed, Matrix Partners.",2372666.67401494,2315112.19682868,2291698.855887986,2736240.0841369336,3573654.219737307,3231702.2501492742
CredR,2020,2017.0,Bike marketplace,Unknown,1825786.61,Mumbai,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,"Eight Roads Ventures, On Mauritius",2353658.1951407804,2560568.033775354,3314257.3576743896,3375905.170593789,3558248.120055717,3518925.460659076
Satyukt,2020,2017.0,Agri tech,Seed,1475451.1,Bengaluru,An agritech company that provides business to business (B2B) agricultural data,"NABVENTURES, Social Alpha (India)",2320389.761066186,2067961.580294595,2627380.8620490353,2841331.5598276444,2709909.316698311,3249439.366201912
RACEnergy,2020,2012.0,Automobiles,Unknown,1655872.77,Hyderabad,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,"growX Ventures, Huddle (Incubator)",2697888.89097319,2800774.638761251,3107790.488563816,3388891.392427578,3543367.305128926,3340289.8705713223
TREAD,2020,2015.0,Fitness startup,Pre-seed,972576.93,Bengaluru,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,"Better Capital, Kunal Shah, Gaurav Munjal",1441086.60125775,1762456.0416882401,1690588.5034834512,1688354.7539877156,1914598.5280236623,2204194.46287153
Anveshan,2020,2018.0,FoodTech,Pre-seed,1007223.39,Bengaluru,Provide quality and healthy food products,Titan Capital,1250605.458418988,1576015.555294071,1791529.2126697025,1938324.6424469484,1870441.3098784608,2089387.5583854308
TeaMonk,2020,2017.0,Food & Bevarages,Pre-series A,904893.93,Bengaluru,India's Finest Specialty Tea company.,"Lead Angels Network, Roots Ventures",1306244.0902627988,1476975.9455023424,1371372.3570757506,1476937.0349804698,1530223.1989532977,1741830.0119109112
Fleetx,2020,2017.0,Tech Startup,Pre-series B,1167546.35,Gurugram,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.","Rohit Bansal, Rohan Ranavat",1442015.0142688677,1538870.9959125607,1821061.6715720473,1967071.9524732812,2206682.7461321116,2354201.7333915033
ReNEWate,2020,2017.0,Real Estate,Pre-seed,1720517.0,Pune,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",Real Estate Accelerator Program,1832415.0058712447,2822717.6309439363,3392289.650164466,2847778.6911288383,3538719.7866067197,3902983.344899363
Tango Eye,2020,2018.0,SaaS startup,Seed,1031890.32,Chennai,Retail Video Analytics SaaS product,"Riso Investments, Lenskart",1295443.4389968673,1644240.7964677147,1522362.756352989,1700976.9644635255,1671154.8819249165,1931222.7837198675
Rare Planet,2020,2015.0,Reatil startup,Pre-series A,1833392.7,Kolkata,Rare Planet sells handicrafts made by local artisans.,Venture Catalysts,2846383.667078125,3371611.7439784687,3206198.931848079,3106003.2779858103,3239737.303625444,3904266.0434893155
Avataa Me,2020,2016.0,AR platform,Series A,1313258.11,Bengaluru,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,Sequoia Capital India,1695772.6239333593,1999198.6656602465,2055630.3321347288,2677429.5419141236,2343351.2818040387,2612414.38527086
Arrival,2020,2017.0,EV startup,Unknown,995465.32,"London, England, United Kingdom",Arrival is a technology company that specializes in developing electric vehicles.,"UPS Ventures, Hyundai Motor Company",1047234.1813502335,1415102.1476704453,1833271.7015964463,1850679.7435059974,1654713.7502472633,2322339.7853274355
Cover Genius,2020,2017.0,FinTech,Unknown,787560.59,"Sydney, New South Wales, Australia",Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,"King River Capital, Leap Capital",913738.2973278398,1134500.8892251782,1244119.9646174153,1347280.59167408,1660633.4288149045,1550636.4263027702
Phononic Vibes,2020,2016.0,Deeptech,Unknown,1955959.05,"Milano, Lombardia, Italy","Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",Unknown,2090326.591053969,3388249.5399282556,3362858.0373954796,3825158.9991846466,3811013.146294876,4539457.484810797
MikeLegal,2020,2016.0,LegalTech,Seed,1957987.66,Gurugram,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,"SOSV, Artesian",2587791.579745915,3135921.45026096,2792880.894345954,3220895.611119789,3469805.511537933,3770567.575890239
Clair,2020,2016.0,FinTech,Seed,1319137.54,"New York, United States",Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,"Upfront Ventures, Walkabout Ventures",2188984.248320895,1804944.130304383,2090277.9563614489,2006438.6792798003,2726591.0453413157,2653146.2004658296
Gourmet Garden,2020,2019.0,Consumer Goods,Unknown,1201897.49,"Palmwoods, Queensland, Australia",Gourmet Garden is a global market leader in chilled convenient packaged herbs.,Advent Partners,1577692.635805337,1873740.996324536,1744744.5550890318,2490875.53982888,2272675.993545579,2643540.6867615073
Miko,2020,2015.0,AI startup,Pre-series B,1718192.24,Mumbai,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","Stride Ventures, YourNest Venture Capital",2464709.977017186,2507369.6533827186,2445819.690238753,3519482.395474292,3179321.276826206,3687656.281212393
Razorpay,2020,2009.0,FinTech,Series D,1386671.12,Bengaluru,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Tiger Global Management, Sequoia Capital India",1392642.3432949095,2364251.9237670107,2118522.0875832373,2305201.2412249185,2641145.8435526597,2611918.4432109827
Wow! Momo,2020,2017.0,Food Industry,Debt,1789754.04,Kolkata,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,"Tiger Global Management, William Bissell",2005617.1664584978,2936386.7598214373,2522068.621577727,3541413.714990036,3452476.454656668,4007629.3391188006
Pepper Content,2020,2017.0,Content marketplace,Series A,1710249.53,Mumbai,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,"Alok Mittal, Manan Maheshwari",1861632.8603176596,2650548.9995468366,3132942.300939836,3544320.139395845,3609631.865240837,3922727.4108901056
LIVSPACE,2020,2017.0,Interior Design,Debt,1447452.15,Bengaluru,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.","Mercer Investments, Bessemer Venture Partners",2389030.5517582656,2673870.576743759,2832970.8327353606,2965344.37358288,2473892.6121769985,3364305.9101905082
Acculi Labs,2020,2017.0,Healthcare,Seed,1348682.97,Bengaluru,Acculi Labs is a clinical grade smartphone based diagnostic tool,Startup Basket.,1707159.017931268,2121064.1688927137,1924449.8405938626,2368568.0962684546,2674444.879503617,3322110.080929491
Your MD,2020,2017.0,Healthcare,Unknown,1597642.99,"London, England, United Kingdom",Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,"Orkla Ventures, Smedvig Capital",2631637.6496228725,2240467.3992676944,2885154.249108147,2411388.3378586294,3388036.6473528575,3354460.109680428
Antaios,2020,2018.0,Tech company,Unknown,524142.82,France,Developer of memory-based technology intended to solve issues of advanced computing.,Unknown,561600.7720397697,764368.1934392267,799249.6826026302,1096219.422857764,1019068.8709868111,1033160.2477644322
Unnati,2020,2016.0,AgriTech,Pre-series A,1168797.6,Noida,A helping hand to the farming community through Artificial Intelligence,NABVENTURES,1705163.1144500584,1982199.8368794736,2052552.1808796118,2183138.0227477853,2129319.077542913,2326448.899770728
Disprz,2020,2015.0,Edtech,Pre-series B,1864234.23,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.","Xseed Partners, InnoVen Capital",2716525.3365169307,3282437.522697853,3146507.385406299,3817720.6981343646,3253673.905834008,4476164.8254148355
Uni,2020,2008.0,FinTech,Seed,1130326.4,Mumbai,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,"Lightspeed India Partners, Accel India",1523994.3327276658,1736789.963260218,2257104.957180206,2005589.0104182027,2104385.708996643,2200895.1048729043
Credit Wise Capital,2020,2014.0,FinTech,Seed,1371697.04,Mumbai,CreditWise Capital is a consumer finance company.,Venture Catalysts,1688408.935787921,2320373.631849895,2543779.1675358578,2633395.3840418914,2745000.988947398,3137186.5470765173
Chargebee,2020,2017.0,SaaS startup,Series F,1888053.82,"San Francisco Bay Area, West Coast, Western US",Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,"Accel, Steadview Capital",2003245.4567247783,3551272.1452773507,3721386.3545190785,3513275.1134250173,3485244.5743588717,4655305.213244303
Reliance Retail Ventures Ltd,2020,2015.0,Retail,Unknown,1406245.82,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.","Silver Lake, Mubadala Investment Company",1707568.0397798433,1971560.7367121275,2297942.6670031743,2156512.5669686045,2657394.043453435,2790748.848580819
Winuall,2020,2015.0,Edtech,Unknown,1890592.45,Bengaluru,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.","Amit Lakhotia, Akash Gehani",3082544.9694789993,2555839.2172140065,2847535.3246837617,3520064.8817356806,3865181.209519562,4268836.6534307
Genrobotics,2020,2017.0,AI startup,Unknown,1193957.01,"Trivandrum, Kerala, India",GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,Unicorn India Ventures,1609827.8976886312,2156716.515880005,2239404.007609023,1794548.430855967,1929606.2576416398,2491355.988579272
Livve,2020,2017.0,Rental space,Seed,869230.67,Cochin,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,Unknown,1053205.6110924645,1141284.7902863969,1247142.310047591,1746884.8360565843,1406488.1529192,2111573.390571408
Ergos,2020,2017.0,AgriTech,Series A,1153983.13,"Samastipur, Bihar",Ergos is building an integrated supply chain by setting up micro warehouses.,"Aavishkaar Venture Capital, Chiratae Ventures",1441081.8745641846,1881372.264359432,1749112.0982434726,1884445.623335173,2096835.7905573072,2708190.2094725636
Krishitantra,2020,2018.0,Soil-Tech,Seed,933554.21,Hyderabad,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,"NABVENTURES, Omnivore",1554876.7911674073,1616773.5425986985,1313457.8987658932,1661335.5658835368,1697243.4927554424,2071787.2360153648
PakkaProfile,2020,2018.0,Recruitment startup,Seed,1188701.39,Bengaluru,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",Java Capital,1813921.2243134188,1908573.8303467922,1957888.4465600061,1798457.521064952,2232789.4765734794,2345841.8497811346
Monet Networks,2020,2019.0,AI startup,Bridge,1278790.97,"Irvine, California, United States",Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,"SenseAI Ventures, EvoNexus",1525499.141193398,2349111.555232544,2460028.186399535,1954370.976747563,2397789.304688069,2708647.238773203
Unocoin,2020,2017.0,FinTech,Series A,1556265.05,"Tumkur, Karnataka","Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.","Digital Finance Group, FundersClub",1604798.0939121754,2230943.8403003193,2836588.7592351725,2474334.688780341,2624512.8385986034,3620694.2181427754
Pesto,2020,2018.0,Edtech,Unknown,1888126.29,New New Delhi,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,"Sriharsha Majety, Rahul Jaimini",2663716.5626396784,3386708.4599701795,3302931.9159295675,3046873.2191507802,4047040.9988109847,4712849.448244104
NirogStreet,2020,2015.0,Ayurveda tech,Pre-series A,903271.96,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,"Wavemaker Partners, Subho Ray",1185032.7608204829,1715528.6146239147,1345933.0378866808,1659568.5269272674,1457705.2433940836,2136560.6486513917
Bambrew,2020,2017.0,Packaging solution startup,Pre-seed,736117.2,Bengaluru,Bambrew is an online shop for reusable bamboo straws.,Upsparks,896951.1472214023,1232764.464687237,1431195.6660294903,1104586.01678847,1467744.074694589,1712024.6289949403
Omnify,2020,2014.0,SaaS startup,Pre-series A,1559863.07,"San Francisco Bay Area, Silicon Valley, West Coast",Omnify is a Global SaaS platform for Small Services Business,"Saurabh Arora, LD Sharma",2042160.3783295846,2066733.6024270265,2706746.3084275005,2588332.0196861224,2629916.6312669553,3060593.1215641634
Fanball XI,2020,2014.0,Gaming,Seed,1668585.91,New New Delhi,The gaming company mostly focused on fantasy football games,Foxhog Ventures,1882241.5667517525,2391284.5915919174,2947152.38078723,3138239.2556329216,3084661.8538521794,3674683.5183529747
Treebo Hotels,2020,2017.0,Hospitality,Unknown,1126060.06,Bengaluru,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.","Ramesh Mangaleswaran, Saikiran Krishnamurthy",1536904.1819572225,1959003.4832227244,2190998.9456179976,1943757.995927322,2461532.2091820813,2473981.7072177986
GPS Renewables,2020,2017.0,Cleantech,Series A,1426157.93,Bengaluru,To solve the urban waste problem by utilising local technologies and business models.,"Triodos, Caspian",1525451.4004233007,2073814.1228368646,2261620.681459205,2284204.012968294,2893246.9337934665,3270265.82455419
Public,2020,2004.0,Social Media,Unknown,1663937.52,New New Delhi,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",2596602.3912893096,3067815.2018543817,2578010.7733563525,2879554.248950785,2806976.160628857,3351870.9345477563
Legal Salah,2020,2008.0,LegalTech,Seed,662579.28,Kolkata,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,I2I Capitals,1066345.584867414,923149.4256483609,1113543.5228436866,1151145.0896503397,1447678.548853166,1600601.374489403
FanPlay,2020,2017.0,Gaming,Seed,623099.17,New New Delhi,FanPlay Technologies operates as a real-money gaming startup.,"Core91 Fund, Anupam Mittal",956978.3322290982,888673.7182726625,953755.1743459689,1196793.2760789809,1370256.3766542457,1406613.9196116016
ECOSTP,2020,2014.0,Sanitation solutions,Unknown,1185659.56,Bengaluru,Eco friendly zero power zero maintenance sewage treatment plant in India.,Terwilliger Centre,1869240.5392999048,2162875.228021025,2318062.295451463,1846526.0857980275,2035070.2521639678,2156649.243982956
Coralogix,2020,2017.0,SaaS startup,Series B,821627.89,"San Francisco, California, United States",Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,"2B Angels, Janvest Capital Partners",1214375.2758869561,1503779.135698612,1416240.6805699987,1654717.8069359132,1541681.2892104937,1504855.0503944035
Equiwatt,2020,2014.0,Tech company,Unknown,1490636.59,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,Rising Stars,2239823.142777717,2818140.530782414,2799634.7579955715,3121797.7425083737,2891640.4483147883,3610489.595974442
Reliance Retail Ventures,2020,2017.0,E-commerce,Unknown,1634930.62,Mumbai,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.","General Atlantic, Kohlberg Kravis Roberts",2499018.1900746105,2326473.724029322,2798587.1975547154,3027752.601086588,2690991.9862506846,3994527.222159251
Zhangmen,2020,2017.0,Edtech,Unknown,1541454.05,"Shanghai, China",Zhangmen is an online tutoring platform provides tutoring courses to students.,"CICC Alpha, VMS Asset Management",2398231.255273681,2036323.6224072198,2264468.232382269,2567773.5997279016,3354411.7736301026,3566477.02696777
AgroWave,2020,2017.0,AgriTech,Unknown,564860.73,Gurugram,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,Sekhar Puli,735988.7165931734,790960.8540694078,818715.9443333101,1090373.7240025324,1159505.2055172198,1275313.4028479385
Sapio Analytics,2020,2018.0,Tech company,Unknown,1545688.27,Mumbai,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,Unknown,1892441.6109199533,2822398.3187012114,2516066.604675232,3192469.3874496813,3303349.42914275,2785681.9644828844
Taimei,2020,2015.0,HealthCare,Unknown,1043981.17,"Jiaxing, Zhejiang, China",Taimei Technology provides a cloud platform for clinical research collaboration.,"Cowin Venture, ZSVC",1170682.75805786,1415317.843849868,1518212.1505266223,1868238.3547133333,1907820.135828046,2559737.985612395
Avanse Financial Services,2020,2017.0,FinTech,Unknown,527355.62,Mumbai,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",International Finance Corporation,814107.5365829183,750769.4739035529,1000008.5451037119,882300.9415637921,1056894.3642799961,969183.199379118
Industry Buying,2020,2014.0,E-commerce,Unknown,1480746.34,New New Delhi,India's largest industrial ecommerce platform,"BlackSoil, BEENEXT",1748060.4577046724,2559894.103224048,2418621.9349127063,2360744.233234011,2596757.8159593716,2949560.0134467883
Hopscotch,2020,2011.0,E-commerce,Unknown,1833969.33,Mumbai,"Hopscotch provides an insider access to international brands for babies, kids, and moms.","Marc Lore, Rise Capital",2879474.5159305297,3413028.1524449983,3224703.665543815,2914390.200501947,3359074.1022560345,4323493.932644283
Pristyn Care,2020,2013.0,HealthCare,Unknown,713812.61,Gurugram,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,"Sequoia Capital India, Hummingbird Ventures",766797.3866936624,1107539.7900957267,1041286.7328632418,1235426.4325863395,1204620.1608953709,1692526.1360311566
WoodenStreet,2020,2017.0,Home Design,Unknown,1385124.74,Rajastan,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,"IAN Fund, Rajasthan Venture Capital Fund",2334204.2036821474,2243497.1790873893,2343095.901600665,2533073.3955626083,2945060.6057009255,3144262.196588358
ACKO,2020,2017.0,InsureTech,Unknown,1948718.38,Mumbai,Acko General Insurance is a private sector general insurance company in India.,"RPS Ventures, Intact Ventures",2029002.2894836313,2895507.710461421,3309251.927097519,3091891.851855729,3680190.0711386204,4247840.8884064825
Farmers Fresh Zone,2020,2019.0,AgriTech,Unknown,1171153.18,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,"Artha India Ventures, Nagaraja Prakasam",1441387.1989986433,1821058.7974359791,1985777.8053654355,2368461.8034980632,2245490.53712744,2255404.0002735187
Invento,2020,2017.0,AI Startup,Unknown,1023478.49,Bengaluru,Invento Robotics specializes in developing service robots intended for customer interactions.,"Chiripal Group, Ratish Kumar Nair",1187775.5514004976,1413669.3964908703,1436511.0616393609,1585216.215872447,2213743.192537093,1882353.9932984908
Infurnia,2020,2018.0,Tech Startup,Unknown,836366.47,Bengaluru,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,"Pallav Nadhani, Idein Ventures",894097.2765185655,1158986.4700419044,1382042.1082175972,1498162.3324130988,1578868.8211977468,1949721.6359960057
AnalytIQSports's SuperCric,2020,2017.0,Entertainment,Unknown,1118608.44,Bengaluru,SuperCric is India's first strategy Cricket Manager simulation game,Unknown,1331036.7809626106,2069030.5887521568,1926017.131123491,1968910.5591489847,2109596.2176975897,2125528.9017676045
Snowflake,2020,2017.0,Tech company,Unknown,1142354.79,California,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,"Salesforce Ventures, Dragoneer Investment Group",1487953.087975469,1872926.6920762693,2197045.098842863,1822582.5425272747,2311546.924827702,2240112.561608225
GenieTalk,2020,2017.0,Tech company,Unknown,1532515.99,Indore,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,Unknown,2578044.7107141325,2871654.591002059,2271576.647972519,3209715.470422566,3140216.875222763,3121223.141622609
Classplus,2020,2017.0,EdTech,Unknown,1890780.66,Noida,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,"Spiral Ventures, Surge",2100923.267919186,3415488.496743629,2730780.2435432747,3238393.118691734,3393121.2612770814,4726768.551452771
Mobile Premier League,2020,2017.0,Entertainment,Unknown,779480.92,Bengaluru,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,"Sequoia Capital India, Times Internet",1046914.936018562,1061050.1041571575,1417976.849850817,1278389.534630106,1393420.8299027877,1706372.3251560186
Fourth Partner Energy,2020,2018.0,Solar solution,Unknown,1381197.9,Hyderabad,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,"responsAbility, Grameen Impact India (GIII)",2331114.0181145235,2133703.425782787,2588025.158337418,2517627.213554745,2212358.7332154023,2803076.088919804
Flipkart,2020,2019.0,E-commerce,Unknown,1047267.9,Bengaluru,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,"Tencent Holdings, Walmart",1754114.701643527,1448749.5732087006,1494210.5383262096,1783538.2161626702,1986486.7066413509,2043639.4522486292
Vivriti Capital,2020,2017.0,FinTech,Unknown,1780061.06,Chennai,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,"Aspada, Creation Investments Capital Management, LLC",2721013.7779764705,2358175.376404062,2975761.407993637,3422311.3040442,3349404.6364585906,4326938.3824631665
InsuranceDekho,2020,2017.0,FinTech,Unknown,1852728.88,Ludhiana,The funding for branding and marketing activities as well as strengthening the product and technology teams,GirnarSoft,2605066.1221927004,2528356.5417305715,2819704.316001502,3876824.358589522,3346032.958907967,3999588.747000814
